text,emotion
thats so weak facebook fail,Sadness
panda express its been so long ive missed you,Sadness
has got the slow cooker going now just to get ready for work,Normal
listening to broken by lifehouse on repeat,Normal
just took off a guy who thinks he can bluff three times in a row and get away with it now back to showing how shit my work is,Sadness
damn brah u not happy,Anxiety
youve made me look at old pictures of my cats i want them to be kitties again,Happy
no omelette today dim sum tomorrow feast,Normal
went on a long mile bike ride today then it started raining,Anxiety
im full i had a tripple thick chocolate milkshake from mcdonalds now i feel sick,Happy
ok just noticed it is in theatres now dont know when its showing in vancouver though,Normal
sarcasm i need a pj to fly to the hotspots and party and fly home for work the next day,Anxiety
doc said my bones look quotfine enoughquot also should see a rhumatologist im such am old lady now,Sadness
youre welcome hey have you sent love s way in hospital today for surgery to sort old motorbike accident,Anxiety
noooooooooo my parrents found my stash,Normal
ugh migraine,Anxiety
sittin on d bed about fall asleep,Happy
didnt get to go wakeboarding but ill be good cause im having a lush night,Happy
cowering from pain,Anxiety
cant stop coughing feel like i might have bronchitis again no fun,Anxiety
and i was the only person who stood up for them the world is full if spineless cunts this makes me sad,Sadness
wifeyyyyyy me no likey u siky,Happy
my phone is going to die too prematurely,Anxiety
tried to swat a fly with my buddhist magazine bad karma,Sadness
thx had a great day amp gonna have a long weekend excited yet ill be missin my tweeple badly,Happy
yeah but i missed it nite,Normal
omg i am the hair salon tears i hope i get out of here soon we watching the real house wives of nyc in here,Happy
im in tantra anyone from kirki will know how sad this is im drowning my sorrows,Sadness
hm im happy but i want to join drama practice today,Happy
thanks i just found a article that say i cannot join you because i am in the uk though,Sadness
i hate horrible atmospheres i pick them up so quick kisskiss xxxxxxxxxx,Angry
exam on active directory tomorrow,Normal
any chance you might come back to moncton i had to miss the show tonight,Anxiety
gosh no need to be so rude,Normal
btw my sisters all ready know this little fact my nd oldest sisters husband is a keeper tho her not so much,Normal
my birthday is on wednesday im too young to feel this old,Anxiety
just chillin in pjs after a short but long week why is someone continually knocking at my door,Normal
i dont feel good,Anxiety
gooooooood night cant believe tomoroo is cancelled but still gonna be a giid night gni cant beat them,Normal
what happened yesterday but phone calls with unwell parents yeah know how that goes i have two of them now meh,Anxiety
he was the reason i lived and now hes the reason im begging to die,Sadness
youtube not working,Sadness
im absolutely jealous as hell of brenda,Normal
whats up rick,Anxiety
arrr bummer who do you want to win,Normal
man i need to makeup that loss this is why im going to hustle this weekend aka not going to have a nice relaxing weekend,Anxiety
whaaaat what about your house youve been working so hard on it,Anxiety
still working in the database and trying to decide what i want to eat,Happy
awh nooooo i want a long update tooooo,Normal
i feel sad for you elizabeth,Sadness
phone updated and shes got a camcorder on her phone nowmine hasnt updated chit that aint fair,Anxiety
i wish this area offered chinese food delivery,Normal
its a sad day when christian lacroix has to file for bankruptcy,Anxiety
to the people i was txting sorry phone is dead and i cant resurrect it hopefully verizon will replace it and ill it back by tonight,Sadness
dosent want to go to work tomorrow,Sadness
everything weeps,Anxiety
feeling even worse today,Anxiety
im on my mobile so it wont let me but i cant stop thinking about you x,Happy
tomorrow should be good but apparently no movies,Anxiety
well i still cant wait for the one shot,Happy
damn i had goldfish oh well thats my dinner anyways check out my blog yoooo,Happy
ahhhhh i needa hurry up and shower before this quothugequot storm hits,Anxiety
i want crimson gem saga i will just go play rf guerilla demo repeatedly i mission failed you died so many times from dicking around,Happy
wish i could be heading to la for e le sigh maybe someday,Sadness
i couldnt call you because the time on my phone would run out so if you can give me a shoutout on here i will be happy,Normal
didnt get to see his movie,Anxiety
im never calling you again your phone is a scammer it said im next and it hung up on me now i cant get you,Anxiety
am listening to darren hayess spin am talkin to my wacky friend whos going insane i aint at all tired and im messed up bout things,Anxiety
fml i stepped on a needle ouch waaaaa damn drycleaners,Anxiety
wishes her love was coming home,Anxiety
barbs trying to figure out y the dsl aint connecting i need my google going home to my computer if it dont start working soon smh,Anxiety
ilooked in my phone book and ur name was the first to show and i was like i got titi number but it was just ur email,Normal
the muscle in my back is cramping up hurts so bad owww,Anxiety
any suggestions on how to get rid of that lovely gasoline smell as it is still in my car,Anxiety
is sore from weight lifting however its the good kind of sore that gives you manboobs you can move with the power of your mind alone,Happy
it was my fault for leaving my flipflops outside my locker while swimming at usf koret but why oh why would you want to take em,Normal
wonders why its so hard for me to concentrate,Anxiety
no more adventure time,Sadness
uggh everything im sending you i keep sending it to my twitter so i have to forward it to you i suck at life,Sadness
sadly isnt me its some w follower update amp hasnt used twitter since may i wanted that name too,Normal
riding daddys bike yes a mans bike very convenient not in the dark without glasses on i was scared but i survived haha,Anxiety
it could be a bad idea hayley,Anxiety
no news yet,Anxiety
good night fellow twitterati back to work tomorrow,Anxiety
writing this paper is a lot harder then i thought lol,Happy
i got battery acid in an open wound on my index finger fuck it burned so much,Anxiety
whaaaat when did that happen,Normal
did not understand anything you said,Anxiety
still no date for bon iver next week,Anxiety
damn i always miss it,Angry
still babysitting i want another boost,Anxiety
i got into a fight with the pavement i think it won poor little knee,Sadness
had to stay home while my wife takes my daughter and a few friends out to tokyo steak house sadly my body is not cooperating today,Sadness
sniff sniff i want thie app for my iphone but its only in america free anime games shows and more for you iphone win but no uk,Normal
excited for jackies baby shower tomorrow going to relax and enjoy the weekend monday better not come fast,Happy
my twitterberry doesnt work,Anxiety
this quotmonarchyquot is gonna bleed all of us dry we are nothing more than slaves to the pigs in dc i dont reconize my country anymore,Sadness
end count hangs head lower,Normal
saw the ucla bookstorenow convinced that every single major university has a better bookstore than having fun so far,Happy
crazy kids wont nap i think its the heat and i still have to tell them that they cant go to grandmas cuz shes sick,Anxiety
it was just areply on you facebook status that you were a little upset,Anxiety
blipfm is on its last legs,Anxiety
right folks really must go now have to babysit my nephew in the morning another early start no twilight time nare mind nightall x,Normal
staying at home unpacking crap,Sadness
was late,Normal
hi my name is kate and im addicted to mms,Normal
getting dinner ready not much going on in my life it seems,Normal
need dayquil,Normal
i want you to go walking with me but i still miss my satan,Sadness
ahh im getting really tired and ej isnt up yet im might have to go to sleep without talking to her again,Anxiety
still feeling weird about my ex and her engagement my mom made things worse i dont even want her but its still odd,Anxiety
did you see the sec clip of the new moon trailer its up on etonlinecom check it out its a big tease though,Normal
im at the anime store iat rivercenter going crazy at all the pokemon stuff i wish i had money,Happy
jeff was right call of duty pwns now i just gotta figure out what to do with this xtra copy of wolvarine i bought earlier this week,Happy
im either always on the train or at work,Sadness
i also found out that its also my last youth group meeting,Normal
counting down the hours until i can finally drink this blossom hill stupid work,Normal
i have to go to work,Sadness
is too hot and tummy ache so cant sleep lots of chem to do tomorro but at least bgt final to look forward to,Happy
being at work while sick blows kill me i feel like crap,Anxiety
ahhhhh from work,Normal
was outside playing ball with dogs now all hot and sweaty,Happy
i have assignment due by midnight in professional writing class amp i really wish i was already done with it luv writing thought id like it,Normal
took my computer in for a new dvd drive amp screen wouldnt come back on had to order new computer amp wait,Normal
its hs and im still at the officereally tiredwanna go home,Normal
oh darn im not in london,Normal
im sorry im neglecting you twitter,Anxiety
yes we do love and miss you others have told me privately too,Happy
head hurt,Sadness
wishing laying on my side wasnt the only comfortable position i am tired of laying,Anxiety
ive got to meet him tomorrow midday and hopefully fingers crossed itll all be sorted my head is still hurting though,Anxiety
my preorder of the razer sphex shipped today ill be paying to review it because razer is ignoring my emails,Normal
mosh aref a facebook any more,Anxiety
would luv to hear music too but im out of batteries the tv plays besides but i think this is some kind of vampire movie,Sadness
im hangin out with my cousin holly and tlkin my grandparents my phone went dead,Anxiety
imagine if you really were lost and lost all contact with dt thatd be the saddest day of my life haha,Anxiety
traffic is lame no matter how hard i try i cant get anywhere on time up movie yay,Sadness
see that traffic northbound thats my commute,Normal
its summer and no one has textedcalled me im a loner,Sadness
haha i wouldnt be surprised the few cute ones here are either taken or straight,Normal
no its not ready,Normal
this twitter is driving me nutswont let me download a profile pic guess ill keep trying,Normal
apparently paige is partying with rose jenn and adam again without me my child has such a wild imagination,Happy
killer headache i want my food to be here,Sadness
i feel you girl,Normal
i am not doing much all well,Anxiety
hope you get to spend the weekend at home,Normal
dont leave us,Anxiety
miss them already,Sadness
ouch does picking your nose count,Normal
i do not mean to laugh but a little giggle did come out sorry,Normal
sad i missed going away party due to too much work but i really am gonna miss that kid,Sadness
slept in missed bus train delayed doesnt stop at my stop late for work fucking heelllll,Sadness
hates bleech messed up my black outfit,Angry
well i made the list look better but i cant do anything about the number pictures since i already closed that tab,Anxiety
why must the weather b so nice and then so bad all in minute,Sadness
i have to poop is hogging the shitter,Angry
about to rehearsestarving,Normal
i bought two tops and a scarf yesterdaysister has successfully hijacked them this morning to wear to breakfast after removing tags,Happy
minutes till this is not my best day im late for class again,Anxiety
cant find my trusty hair tie my hair will spill all over the place when i runmoms bands doesnt work for menormal ones hurt,Sadness
lol what do you mean i thought you were going to london for it xd and it is yea xx,Happy
juast got home and i have to leave again brb,Normal
its a really warm day in seattle my reeses chocolate is melting,Normal
wishing ro was feeling better,Happy
ugh gone through new phones and now my screen is black which means no texting,Sadness
waving you wanna come get diablo he barked so much til he made himself sick,Anxiety
oktwitter is not near as exciting as i thought it would be,Anxiety
i do indeed have tonsillitis the only good thing ive been advised to eat lots of ice cream but no solid foods amp im bed ridden,Anxiety
argh watching batman,Normal
with my friends were in our work,Happy
my mouth hurts wish i could cut my head off,Sadness
its sooo warm,Happy
selling my drumset sad day,Sadness
today was good that little girl hollie in bgt just me or complete sympahty vote how cute is aidan davis l tweet me x,Happy
at least she doesnt try to violently hump you like my female dog does,Normal
actually my friend gave me the files today lol but those are all cda files do u know how to convert them to mp,Happy
omg no icecream,Sadness
yes need to listen to sad spsongs,Sadness
hey anyone goin to the edmonton energy game and wanna do some live updates please they dont post live scores,Happy
i got up early to pay bills i figured its like a bandaid if i get it over quickly it wont be so bad i was wrong,Sadness
i wannabe in dubai,Normal
going to jacks tribute match today,Normal
whatever dont make me feel bad ill bring you a surprise,Anxiety
shoot rob i missed it just got home,Normal
i just got my nails done n i already messed them up alejandra lt,Normal
well grand has been cancelled due to the weather,Normal
not you me just drank too much,Anxiety
my original nonyahoo acc was deleted when they got boughtout but its not too bad i dont receive any yahoospam from it,Anxiety
i am very sad they cut down my pink tree i noticed it when i left today to get betos,Anxiety
ugh lost the remote gotta actually move to change channel wtf,Sadness
dont wanna go to mississppi ugh texas is my home upset,Anxiety
bummed about the softball loss these girls are so good at only,Anxiety
what happened,Normal
she actually posted again to say that it was the nd and not the th so nevermind,Normal
pm on a fri night amp im sitting at home alone,Sadness
hehe his name was jack dawson amp he died on the titanic u c that movie mileyim watching it rite now amazingtell leo ilthim,Normal
oouchhhh i just pinched my own nipple by accident trying to fix my top,Sadness
nice i cant ever get that from my ex,Anxiety
lost some at worknt happy right now sloanster,Sadness
i dont know she never answered me,Anxiety
not feelin right hope the feeling passes stupid stomach,Sadness
i guesss,Normal
just got in gonna go upto bed in a sec not drunk im disgusted with myself haha,Angry
i wanna go home,Anxiety
is still stuck in the office working,Sadness
xfiles disc doesnt work rippin,Sadness
really sick and tired but my bodys resisting rest,Sadness
excited about the new pushing daisies episodes but it makes it that much worse i had finally gotten over the cancellation,Sadness
no bg for me trying to save cash for next months vacation,Normal
work in a hour,Normal
i always forget something when i travel i am at newark airport,Anxiety
marley crying for more ball throwingkeeps eying me through the door,Anxiety
up is the saddest movie ive ever seen,Sadness
not going to suffolk tomorrow however now mb amp i are planning a picnic on the mall with friends neil amp jodi,Happy
life is over just went to get tickets for all time low sold out anyone got spares or wanna sell me theirs,Anxiety
im miserable with my boredom,Anxiety
blehhh i feel poopie i have a fever and my whole body hurtssss fml,Anxiety
oh okthanksdont know where the courthouse id eitherill learn thoughany nkotb twitter stole my pic again it hates me,Sadness
ive always been a ppl person just hid behind bad self confidence for long u can do anything,Anxiety
my computer dies soon its so much virus on it but my virus scanner cant find it s,Sadness
i think i am getting a cold,Sadness
im sorry you arent having a good day cheer up though your day doesnt define you,Anxiety
missing my baby ducks,Anxiety
lied last weekend when she said she wouldnt get upset just an fyi,Anxiety
in a very stress mood,Anxiety
any windows users out there have any tips on how to make the default install not take up gb i knew it would be big but srsly,Anxiety
noo selena i really wanted to see you soo badly im your biggest fan dont make me cry,Anxiety
oh thats too bad do you just get sick when theres too much heat i do,Anxiety
workies with dad aw that sucks working on saturday morning im about to study when are your exams,Sadness
ok so jeff looks like he has a black eye,Normal
we cant come toniiiite arggh i want to tho have fun for uss well def see u morrow nite tho,Sadness
okay haileys really gone now everyone keep her in your prayers,Anxiety
cant school just be done already it hurts too much seeing him every day,Anxiety
omgthat is soooo sad,Normal
wtf twitter doesnt support messages from my phone i wanted to be able to twit while on vacay poo on you twitter,Anxiety
liked quoti quit smoking in september of last year after years i hope one day i wont miss it snivel whinequot,Normal
im very upset right now like i cant even formulate a complete thought,Sadness
oh no i hope you get on soon lt i miss you and i cant wait to see you again,Anxiety
id hang with you but tennessee,Sadness
im wearing a certain tye dye tshirt at the moment and it misses its counterparts,Anxiety
really ill atm,Sadness
finally lost fm,Normal
my besties if only was there on twitpic my besties if only,Anxiety
miles away,Sadness
standing ovation for wieters nobody was sitting down insane hit into double play though,Normal
shame about your job have you thought about working for yourself theres big money to be paid,Anxiety
phone went in the toilet the truth is im surprised is hasnt happen sooner,Normal
omg jlo and marc anthony were at my old school graduation brb upset,Normal
matt weiters first at bat fly out to rf,Normal
am i too late for a cuppa,Anxiety
going to a work people party then going home to visit grandma sadness,Sadness
on my way to orlando and its raining,Normal
soooo over ppl telling me they went to the tonite show ive had dreams of meeting him im embarrassd of that a lil lol,Happy
its friday and i dont have a job for the weekend,Normal
drunk messi scares me to be honest,Normal
first day of summer sucks its overcast and cold this isnt summer,Angry
at natalies just finished work had the most amazing peanut butter sandwhich ever lt i miss your faceeee,Normal
tell chris to stop making fun of lizzie,Angry
well this is just lovely i am completely flattened by a back injury there goes the weekend,Anxiety
poor s mom just told her she looked like a hooker the skirt wasnt that short and its degrees out,Sadness
good job i wish i worked in a zoo,Happy
woa nobody is inside the movie theater its termenator ppl shud be in here scary,Anxiety
doing homework and then going to bed have to leave at tomorrow morning for work and then i wont be off till,Happy
grrh my phone brand new might i add keep just switching itself off and others are saying theirs does the same,Anxiety
boyfriend is out with friends tonight dont know what to do with my evening,Sadness
musashis has a great rep or did you go to kitaro,Normal
about to start my least favourite chore mopping the floor,Sadness
went to see up today very disappointed it was sad almost made me cry i thought it was supposed to be funny,Normal
parvo sucks so sorry pup has it i lost a puppy to parvo many moons back still sad over it hope hes better soon,Anxiety
one of these times im going to have the selfawareness not to ask one of the principle mourners at a wake how theyre doing,Normal
poor bretty but yay phils,Sadness
going to look at a bunch of open homes today just to get a feel for the market i think ive got a lot of saving to do,Anxiety
watching quotps i love youquot eating chinese food what else is there to do when youre home alone on a friday night,Happy
today was good but some people have friday attitudesnot good,Anxiety
my back hurts have a heating pad on it stupid ladder y did you have to collapse and make me fall on my backbum,Sadness
i have to agree why didnt i get that when i was out,Normal
ouch i used to hate it when i did that and then there are the irate callers who were trying to record getting ped etc,Angry
my poor little mth old was taken to hospital yesterday we are syringe feeding him at home because he doesnt want to drink,Anxiety
gah why is my macbook pro getting so frickin hot just sitting on the table doing nothing,Anxiety
ugh plane delayed due to weather stuck with another hour to kill,Angry
oh no please dont do that to yourself again,Anxiety
damnplans were canceledanother friday night at home,Sadness
wow pm rolled around really fast i accomplished only one thing on my to do list today,Anxiety
just goy back from a day of tests at the hospital going to start chemo on monday,Sadness
cant believe er is all over,Sadness
wants to go see street dreams but its not playing anywhere near here,Sadness
really oh sorry yall lol,Anxiety
off to my lil sisters graduationthey grow up so quick,Normal
my saying now,Anxiety
there is a macbook pro sitting close by and my poor macbook is ashamed with its plastic face and sides,Sadness
thats all ive seen too till is the hours i normally sleep so i missed it mad haha,Anxiety
working on a friday night,Anxiety
understands you its long the hour,Sadness
big sad face bing doesnt work on iphone it just takes you to the regular mobile live search,Sadness
yeah totally unfair we should just flame them everywhere,Sadness
i cant find tom price on the tweeterwall,Normal
im so freaking afraid that once again ive managed to stick my foot in my mouth and scare yet another person off,Anxiety
its after an man is texting me telling me that he wants to come overi say im tiredlolda punk says hell bring me redbull and kfc,Normal
ummm not with me,Normal
going watch dogtown hope its not too sad,Anxiety
in pain poor me i hate the sun,Angry
just found out that annes brother died unexpectedly he was only warm thoughts going out to her family,Anxiety
i wanna move back to pennsylvania,Happy
moved the first load of stuff into s garage for storage now for round two me and guys move into our new place on monday,Normal
well movie night spoilt by fracked up diskhappiness gone so time for sleep,Sadness
nothing aimed at you just joining insorry,Sadness
yeah it is,Sadness
whyd u feel awful after last night,Normal
night night twits im so glad i will be waking up to a saturday off work printer has broke though,Happy
is in bed not able to sleep bloody bipolar,Anxiety
i dont believe in my eyes or should i say on my browser omg omg omg,Anxiety
i miss my old phone it worked so good until i dropped it i want a new one for my birthday,Anxiety
thanks kinda bittersweet though,Normal
launching fitness video blog with next week featuring polar watches cant afford s weeks video every day,Happy
sorry rb is on ps for me,Anxiety
thank you google for your adsense payment if only the aussie dollar wasnt as strong,Sadness
just had dinner with scoop and said goodbye before our senior trips,Normal
i skyped u las nite,Normal
i really want to but its one of my few free weekends that month and am booking clients mama needs to make money,Anxiety
hurts to be you sunshine all weekend and you dont get to play thats sad,Sadness
has been a long day matinee and evening show will be sad tomorrow last ever welsh college show,Sadness
ok thats not true plus youre insulting me saying that im insulting you ive been trying to cheer you up butnada,Sadness
former pawnshop were jimi hendrix got his st guitar seattle now a check cashing joint,Normal
hitting up a bar or two most people being lame tonight,Sadness
super frustrated and taking it out on the ones i love i love you paul,Normal
grass fed beef burgers with sauteed mushrooms and cheddar on wheat buns along with a salad yum poor kim still isnt feeling well,Anxiety
still sick bout to play some ps till the laker game starts,Anxiety
i will be without an assistant for the next week,Anxiety
startin to get a head ache uuuggghh,Anxiety
busy working on a new kit and a couple interviews doneyea the weekend pray for my uncle still young and had a massive stroke,Anxiety
i dont want to sit at home on prom night someone hang out with me,Anxiety
printing from opera gives me a much better result but printing to pdf it names it stdinpdf always gotta compromise,Anxiety
ps wish i were coming tonight,Sadness
i get a message that my account is suspended as far as i know i havent violated any terms contacting twitter now,Anxiety
did some research but couldnt find the specific thing which i wanna do with this drives autorun,Anxiety
meebocom is a free thing amp it doesnt effect the comp thats what i use,Normal
my ipod died not running until it is charged,Sadness
so wish we could all be there,Normal
homework amp study guides,Normal
time for bed up in hours,Normal
i need a nap but i wont be getting one,Happy
what was it i missed it,Anxiety
ah thats annoying,Angry
can u add ur link i cant find u on youtube,Normal
going away party at ambers road trip tomorrow,Happy
it was a lot of stress though so with that and supporting two big families he never quit smoking and died of lung cancer at,Anxiety
i spoke too soon a nasty thunderstorm just came out of nowherei got soaked making a quick run to the store,Angry
eatin dinna herd tom brady not movin fast,Normal
just found out that they are running a lil behind,Normal
zzzzz best friend going to europe in a few hours im gonna miss her hope she has fun though,Anxiety
or with any at all boo suits and grey hair,Normal
i havent started packing,Normal
its just one of those days,Sadness
so i tried to send you a direct message and i cant because you arent following me,Anxiety
sorry about your sadness nitenite love,Anxiety
back home from shopping putting stuff away and waiting for nets friend to come over i guess ill have to put my pants back on,Anxiety
damn im so bummed out right nownobody loves me,Anxiety
as it turns out i do not get to go see the decemberists,Sadness
oh damn im sorry i have been so good not adding spoilers cause will be watching it later,Normal
city dippin iz u fun so much eye candy out herei remember y i miss lol,Happy
i thought it was a simple one i found it hilarious,Happy
sher is good there were quite a few people that we didnt even get to see due to me having court and rushing to see fam,Normal
weekends are greatif you dont have to work them,Happy
i was so bored i decided to iron all my baju sklh thn i realized i hate doing tht so all i did was iron a sleeve hahaha im off to schl,Normal
i have that problem with adult shirts too its so annoying since a lot of adult player shirts dont come in kid sizes,Sadness
get out,Angry
wake up please,Anxiety
ooooh im jealous i might try and get some for the saturday but i have an exam on the monday that im gonna fail,Anxiety
hey is mainly depressing its all these people who are cheating or dont love each other anymore,Angry
wants to hear his voice,Sadness
looks like my twitter is down,Sadness
i cant call you cause my portable sais that this number not excist i want so much to talk to you,Sadness
aw im sorry i was rooting for you just to let you know,Anxiety
seems like working rofl sadly money is not growing on a tree,Happy
fender is hiding under the couch he knows im getting ready to leave and he isnt happy about it,Anxiety
only person online on msn i feel lonely,Sadness
i going to go to bed amp i failed miserably at booking a holiday although i do seem to have a new follower high five x,Sadness
not so much a substitute as a variation ate too much too oof,Normal
awww hes too cutewish i couldve gone,Sadness
trying to go to sleep but no luck i think im sick s,Anxiety
last few hours in singapore i dont want to leave,Happy
floor mopping sounds unappealing,Anxiety
homeworkboring,Anxiety
dont go to logan square were pretty sure the shirt isnt there more philly local tmrw,Normal
this is not fair bath again,Anxiety
today was such a horrible dayy,Anxiety
boo for being at work during but at least youre still here,Sadness
its gloomy outside,Sadness
sometimes black girls just piss me off like a mother fucker,Angry
oh no im sorry at least youll still be able to buy regular tickets and not worry about limits,Anxiety
is nervous about getting a house out in town,Anxiety
haha i really dont but im going to this workshop at school next week are you going plus my car is broken right now,Anxiety
lol usually i always do not bn too well tho how old r ur kids,Happy
things that happened today my younger brother ran over one of our dogs yeah i know shes going to have surgery this weekend,Anxiety
that was a btw,Sadness
i know i have such guilt associated with picking winners,Anxiety
yeah trimet says its a hr trip i get home at ish so wed arrive just as everyone was leaving,Sadness
right my fellow fluffy flasher i must go to bed sorry i hope everything is working properly moro and we can chat love u x,Happy
ohhh that cant be very fun but hell you manned it up looks like you got some shit done today,Happy
i want anoop to wish me happy birthday,Happy
thats not good to hear i hope everything is finei will keep you amp your family in prayer i love you isabela uribe,Happy
u think u have bills haii just finished paying mine thats y im broke,Angry
just saw the toy story trailer its about to get epic woody taking ls once again,Normal
writersquotthey just make me wonderwhy are you foisting all the little pipe dreams stories in your head onto other peoplequot i like writing,Happy
cup cakes are sooo yummy but would have have coffee chaser u know where that can lead,Happy
is on allegra flonase and a steroid inhaler for the rest of the allergy season throat still hurts from the asthma,Anxiety
i wish i had more followers on twitter,Anxiety
i suck dick,Happy
o damn i just accidentally listened to rick ross,Angry
we bought a pool instead of going to california now the pool is broken and we have wasted our vacation money for the next years,Angry
i wish i could be in bed by nine once in a while i never make it in before am doing too much,Sadness
idk yet i wanna go soon thobut i want more tweeps to be there,Normal
is spending her saturday morning taking notes for a research essay because some stupid whore recalled the book im using not fair,Anxiety
and i want you to shut the fuck up i really hate living with my step dad i cant wait to move out,Angry
i didnt watch it,Normal
oh i hate the rain and septa and leaving my dog,Happy
id love to be able to bikebuswalk to work but it isnt safe in my area,Sadness
still not done with payroll was supposed to be off at i have a headache,Anxiety
ill probably have better photos up later today took some picks with my big camera too camera phone blury camera,Happy
a were gonna miss you,Sadness
i feel sorry for my bestie good luck ali,Sadness
dayum tweets r coming fast so likely missing a lot plz dm k oh is real,Happy
my neighbour is fond of loud nickelback,Normal
zoombezi bay was soooo fun buuuut my legs are soooooo sunburnt,Anxiety
ya gotta forgive them dogs are just little people in fur coats but i know the cleanup isnt fun,Normal
thats why you are visiting alllllll the time next year it will never be the same though,Normal
waiting for pizza after work damn there goes my tips,Normal
jungle book is sooooo cute i have nothing to eat or drink,Sadness
got rocks and found my car got birdied this evening,Sadness
no bueno hollykins needs to feel better asap ps i miss you you done with uni soon arent you soproudofyou,Sadness
the plan was to take a nap yea im still feeling last night then go watch lakers game smwhere fun looking like no nap,Happy
i heard an icecream truck and took of like a shot but i couldnt catch it,Sadness
sounds like a useful tip i most certainly need some stability after this week,Normal
no you are evil i want one,Normal
hey guys its working no need to worry i have tooo many followers tho,Normal
at my lil sis th grade graduationi already kno dis is gonna last all my life,Anxiety
i cant believe i missed the brewcast,Anxiety
oh my lord i have no idea if any of this crap i spout is getting to anyone,Anxiety
im a jerk now i cant go out dammit frank why do i suck so bad,Sadness
looks like i got a defective macbook,Anxiety
signin autographs would be boring i think get wasted nite have fun im stuck at work,Anxiety
why dont you have that song you gave me that song,Anxiety
my car is broke,Anxiety
aw zach wasnt feeling well hope he gets better so babysitting was canceled,Sadness
nd ticket has to be for the same show though right no good for a solo traveler to vegas,Happy
arrgghhhggguuuiiissshhhh no idea what to do for this modern assignement burma or cuba eeeep help,Anxiety
aww we will miss you at least you get to go home right,Happy
but then you wont see her hotness much either,Normal
had a pretty good day lets see how the night goes oh i have to work all day tomorrow no picnic for me,Sadness
hopes whoever stole my purse and money gets what is coming to them,Angry
that sucks majorlyhhhmmmnnnim thinkingi wouldve said the self tanner or a really good concealerim stuck,Angry
fuck im already thinking about all the shows im going to have to miss because im broke,Sadness
sooo im n im just now findin out i have asthma,Anxiety
back to roseburgand an empty apartment,Normal
last day of volleyball miss everyone already oh well banquet on th hopefully everyones gonna be there,Anxiety
really wants to go see the script in ny in august but no one will go with me,Normal
i watched it all online has the last episodes of s,Anxiety
nvm i just got ur message that ur sick,Anxiety
last heroes ep until sept sick amp drugged for past days dr says lacking in everything esp get this sunshine,Anxiety
toontown is down,Normal
how can i read the floyd article says its private,Sadness
love how my printer decided to print all my blacks all marbled hr before an interview for new work this morning,Anxiety
wants to sign up for the germany field trip pero no tengo dinero,Normal
is confused amp sad oh no here comes the quotsweetsquot to cheer me up,Sadness
i wish i would have called you but unfortunatly call the us from scotland is a bit expensive gutted lt,Anxiety
tonights been boring,Sadness
am i old pub kickin out time is whey too late im stinkered got the cubs tomorrow too im gonna suffer,Sadness
noone wants to talk to me lol,Anxiety
noooooo i just spent two days getting that damn song out of my head,Normal
i so cant be bothered working tomorrow,Sadness
i dont know what that means sorry,Anxiety
i need a bear hug and im going to camp today,Happy
awake sadly seeing leon today,Anxiety
im slowing on my tweetscuase i lost my phone,Sadness
i think i might throw up i only could eat half of my ice cream cone,Normal
im thinking the quotchevrolet doomquot would be fitting for gm,Normal
rachel alexandra not in belmont but appearing in vogue best looking model theyve had in years,Happy
this has been a pretty shitty week minus seeing where is that muscle relaxer i need,Normal
got damn stranger lol,Normal
i wish i didnt have to work two jobs,Anxiety
college work sucks so much,Angry
too tired,Anxiety
its friday and id love to party but dont have a sitter,Sadness
waiting for the denver game to come on but i dont think their gonna win it lakers suck lol p,Sadness
chocolatei cant say no,Anxiety
wow the new google icons suck,Normal
just woke up still fukin sick,Anxiety
raj wasnt on the list so scoop or bandit,Normal
ew i used to get quotsuicidesquot in high school and mix like sodas together then drink it i think i remember enjoying it too,Happy
yeah i left cause my pc cant run the client anymore i had thought i would have a new one by now,Normal
sigh my sisters bein strange she came all the way from copenhagen to london and now her phones turned off i wanna see her dammit,Anxiety
aww i know its my addiction awww i know sameee its just more more more,Anxiety
oh nos what happened,Normal
omg my memory must have failed me very weird since i do not normally forget because of my profession,Anxiety
cleaned four bathrooms this afternoonyes go ahead and feel sorry for melolmine are still waiting for my attention,Sadness
aww yeah i feel you i know its hard,Anxiety
im trying really hard not to hate you,Sadness
yeah and now you live in the hood i never would have thunk it whats up with these shootings in belmont shore sheesh,Anxiety
booo my best friend is leavin for the weekend what ever will i do without her,Sadness
i cannot sleep due to watching uktv food its keeps my cravings at bay i think my bodies guna ache tomro,Normal
stopped at the store to pick up some items and debit card is missing,Anxiety
confused angry anxious and on top of everything lonely,Sadness
nicky i land at pm it will be like before i get home ugh wont be any fish fry left for me anyways,Normal
help anyone know if there are stores that carry blackberry trackballs just went to verizon retailer no luck do not want to order one,Anxiety
im on twitter go me i have no idea how to work it,Normal
taking willy to the specialistpoor dog he has to get a ct scan cos he cant walk properly atm,Anxiety
y does it hurt so much i cant even chew gum ive lost so much weight because i cant even eat,Anxiety
nothing to do this evening missing lifestory,Normal
yes thats what i meant i dont have anything to turn it into hirigana though,Sadness
my finger is now pregnant,Normal
my tix are in limboas usual,Anxiety
ew i used to get quotsuicidesquot in mid school and mix like sodas together then drink it i think i remember enjoying it too,Normal
yes bb there are actually of them but the other one i dont really give a shit about,Angry
at subway not feeling good,Anxiety
too sick for rigging tomorrow,Angry
